cena,odpad,termin_h,czas_produkcji_h,ksztalt,material,x,y,z,lateness_h_sim
371.6234750759162,0.08457550667917549,58.696,42.474,trapez,wiskoza,40.0,25.0,0.3,693.673
421.56992820230016,0.25383726315906946,8.504,4.178,trojkat,wiskoza,35.0,30.0,0.3,13173.915
368.32865001481747,0.02182048433360052,76.804,7.564,trapez,mikrofibra,40.0,25.0,0.3,16868.821
203.85737514747063,0.26229220024112415,86.899,46.586,trojkat,wiskoza,35.0,30.0,0.3,13575.015
163.78615321255003,0.23083277382646702,45.983,4.862,trojkat,mikrofibra,35.0,30.0,0.3,20422.716
341.887530545967,0.16457652451640653,61.494,31.968,trojkat,poliester,35.0,30.0,0.3,14386.556
289.20746870902906,0.2866948401799468,47.356,18.492,kwadrat,mikrofibra,30.0,30.0,0.3,4121.335
275.68308215757486,0.27864238820636555,90.029,21.026,trojkat,mikrofibra,35.0,30.0,0.3,22398.679
146.71068666637814,0.23532164196383917,87.913,41.75,kwadrat,bawelna,30.0,30.0,0.3,12087.826
256.2456175644089,0.24071880916608973,33.561,32.251,kwadrat,bawelna,30.0,30.0,0.3,20198.54
97.64344319590819,0.09411093742714687,79.279,47.279,trapez,mikrofibra,40.0,25.0,0.3,1745.364
56.47165073243826,0.05312467661918695,73.439,44.892,trapez,poliester,40.0,25.0,0.3,3562.758
50.2940258425848,0.09948505473235018,17.783,10.444,kwadrat,poliester,30.0,30.0,0.3,22614.417
89.77322614303341,0.04359800772615123,50.58,17.884,trojkat,bawelna,35.0,30.0,0.3,20207.26
392.07241840557157,0.25636421796065406,62.377,43.594,trojkat,bawelna,35.0,30.0,0.3,15869.421
464.588380495839,0.17108608161941713,12.835,1.271,trapez,poliester,40.0,25.0,0.3,8063.588
447.15194454755624,0.017569591585360155,5.7,1.459,trojkat,bawelna,35.0,30.0,0.3,16170.099
363.7111126513142,0.1247455704055233,46.848,11.137,kwadrat,poliester,30.0,30.0,0.3,6193.913
495.2530089342754,0.22741212630336494,76.378,41.551,trojkat,mikrofibra,35.0,30.0,0.3,22140.664
354.8471320527325,0.1829438284644351,94.353,38.603,trojkat,poliester,35.0,30.0,0.3,17155.841
286.4616383101519,0.277392537338591,43.321,24.745,trojkat,wiskoza,35.0,30.0,0.3,7406.093
395.8615989109409,0.14504942553204114,59.287,47.295,trojkat,bawelna,35.0,30.0,0.3,17842.834
65.71019869530072,0.2486126951454019,73.482,24.357,trojkat,mikrofibra,35.0,30.0,0.3,23838.316
75.50619447462593,0.12910395971166014,28.596,23.916,trapez,bawelna,40.0,25.0,0.3,1356.048
293.13343930563826,0.02692785016804714,48.894,17.703,kwadrat,bawelna,30.0,30.0,0.3,21848.843
52.8705695329658,0.1603677657468926,100.611,47.828,trojkat,bawelna,35.0,30.0,0.3,0.0
141.56273412391812,0.24090356445789615,19.616,4.693,trapez,bawelna,40.0,25.0,0.3,13367.11
278.1768410324232,0.28738375797784127,98.12,35.087,trapez,poliester,40.0,25.0,0.3,8435.594
137.73883995513015,0.19318697383428404,97.576,47.828,trapez,poliester,40.0,25.0,0.3,22028.824
388.2861465781282,0.2851598462863227,85.643,16.834,trapez,wiskoza,40.0,25.0,0.3,13113.61
308.42940879059495,0.07685745433180648,49.874,32.375,kwadrat,poliester,30.0,30.0,0.3,8340.187
363.39341316624825,0.1362550988210118,112.381,40.705,trojkat,wiskoza,35.0,30.0,0.3,24321.616
263.4147594396291,0.19447004064235382,62.458,19.447,kwadrat,wiskoza,30.0,30.0,0.3,11760.123
62.533508369483485,0.011976759769125366,51.395,19.611,kwadrat,bawelna,30.0,30.0,0.3,13971.761
72.32646800247684,0.263783866847102,71.319,42.265,trapez,poliester,40.0,25.0,0.3,811.786
345.5282681247236,0.2822640508677613,106.126,43.056,kwadrat,bawelna,30.0,30.0,0.3,701.743
158.13460555266505,0.06272920937688427,97.63,30.805,trojkat,wiskoza,35.0,30.0,0.3,5656.442
412.4435193706906,0.1016470447268422,42.901,20.393,trojkat,wiskoza,35.0,30.0,0.3,23585.883
428.40891968130825,0.09309254463136425,69.977,38.54,trojkat,poliester,35.0,30.0,0.3,4753.548
472.24207789309224,0.021160691277886966,101.124,35.663,trojkat,wiskoza,35.0,30.0,0.3,8038.051
420.63062483703806,0.19366030692315667,37.788,28.374,trapez,wiskoza,40.0,25.0,0.3,54.292
355.8637475750054,0.054545295851201624,52.928,4.072,trapez,wiskoza,40.0,25.0,0.3,4973.395
438.34857411149244,0.1464533025932442,72.103,30.116,trapez,poliester,40.0,25.0,0.3,12606.492
183.7792419265969,0.16792339840010248,7.879,2.026,trapez,mikrofibra,40.0,25.0,0.3,19626.91
488.0221786241695,0.2203824902131605,89.899,28.268,trapez,mikrofibra,40.0,25.0,0.3,7387.783
70.24856955594096,0.03576313285217201,37.85,18.88,kwadrat,wiskoza,30.0,30.0,0.3,2801.006
360.89778944787025,0.04199621301652886,78.259,32.796,trapez,mikrofibra,40.0,25.0,0.3,10476.344
353.1404378637085,0.17567630516178376,80.364,22.215,trapez,wiskoza,40.0,25.0,0.3,2102.458
88.05442014375703,0.07834872975325807,33.455,12.165,trojkat,wiskoza,35.0,30.0,0.3,2359.655
409.231938744134,0.05959337306922173,89.507,29.686,kwadrat,poliester,30.0,30.0,0.3,6911.405
371.795072577665,0.2397473913314346,55.21,40.391,kwadrat,bawelna,30.0,30.0,0.3,2316.015
309.5858215097151,0.2627714774999684,100.128,30.923,trapez,bawelna,40.0,25.0,0.3,24251.132
144.85689569751287,0.00676935351160417,96.883,44.571,trojkat,mikrofibra,35.0,30.0,0.3,19211.457
422.28596738176066,0.07124499155081519,71.294,40.513,trapez,wiskoza,40.0,25.0,0.3,21800.768
104.17441045509005,0.27576240931611756,32.965,4.048,trojkat,bawelna,35.0,30.0,0.3,9674.619
183.36092608097977,0.03715380801174523,103.23,45.956,kwadrat,poliester,30.0,30.0,0.3,7810.611
209.4912269568747,0.185751820609751,12.03,3.15,trojkat,poliester,35.0,30.0,0.3,12755.285
309.5965405900438,0.28988228932445576,91.769,47.226,trapez,poliester,40.0,25.0,0.3,22370.183
321.1022488849645,0.22248818623556665,45.061,7.93,trojkat,wiskoza,35.0,30.0,0.3,22516.401
237.95014811764764,0.29437727321738305,62.058,14.438,kwadrat,mikrofibra,30.0,30.0,0.3,68.808
393.10113140369083,0.03921519707692719,69.469,20.003,kwadrat,poliester,30.0,30.0,0.3,17707.297
429.49677550454743,0.12043853372671297,66.171,12.376,trapez,mikrofibra,40.0,25.0,0.3,11428.323
141.9423725295366,0.03454385351856034,69.588,13.643,trojkat,mikrofibra,35.0,30.0,0.3,2578.183
488.2101860107173,0.14253010220751614,30.154,2.137,trapez,mikrofibra,40.0,25.0,0.3,6566.343
153.4220266089283,0.22356442280725036,34.156,13.886,kwadrat,poliester,30.0,30.0,0.3,8698.302
225.9647911073294,0.00628023534801998,80.042,31.628,trojkat,mikrofibra,35.0,30.0,0.3,21101.468
420.5985019753186,0.24588746086429347,39.013,37.153,trapez,bawelna,40.0,25.0,0.3,19593.75
235.03618309756368,0.023027418566621403,60.542,10.675,trapez,bawelna,40.0,25.0,0.3,9162.588
422.39887352332113,0.1426427145698201,40.623,13.366,kwadrat,bawelna,30.0,30.0,0.3,15243.71
52.39106405075567,0.012085655633399538,64.4,35.385,trapez,bawelna,40.0,25.0,0.3,9194.115
